item_id,name,category,occasion,weather,gender,style,color,brand,price,rating,website,img,buy_link
905,Nike Red Trendy Top,Top,casual,hot,male,trendy,red,Nike,67.81,4.4,Nykaa Fashion,https://via.placeholder.com/150/1a1625/ffffff?text=Top+Nike,https://www.nykaafashion.com/search?q=red+trendy+Top
906,Nike Blue Formal Footwear,Footwear,office,cold,male,formal,blue,Nike,34.61,4.1,Nykaa Fashion,https://via.placeholder.com/150/1a1625/ffffff?text=Footwear+Nike,https://www.nykaafashion.com/search?q=blue+formal+Footwear
907,Zara Pink Trendy Top,Top,casual,cold,male,trendy,pink,Zara,68.91,3.8,Amazon,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+Zara,https://www.amazon.com/search?q=pink+trendy+Top
908,H&M Grey Formal Footwear,Footwear,wedding,hot,unisex,formal,grey,H&M,133.55,3.6,Nykaa Fashion,https://via.placeholder.com/150/a88e6a/ffffff?text=Footwear+H&M,https://www.nykaafashion.com/search?q=grey+formal+Footwear
909,Fossil White Casual Top,Top,travel,rainy,unisex,casual,white,Fossil,18.32,4.7,Ajio,https://via.placeholder.com/150/beb6ce/ffffff?text=Top+Fossil,https://www.ajio.com/search?q=white+casual+Top
910,Puma Black Trendy Bottom,Bottom,wedding,rainy,male,trendy,black,Puma,78.82,4.9,Amazon,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+Puma,https://www.amazon.com/search?q=black+trendy+Bottom
911,Levi's Green Formal Accessory,Accessory,interview,hot,unisex,formal,green,Levi's,17.4,3.9,Myntra,https://via.placeholder.com/150/c2a884/ffffff?text=Accessory+Levi's,https://www.myntra.com/search?q=green+formal+Accessory
912,Allen Solly Yellow Formal Accessory,Accessory,office,rainy,female,formal,yellow,Allen Solly,125.52,3.1,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Allen Solly,https://www.amazon.com/search?q=yellow+formal+Accessory
913,Fossil Blue Casual Footwear,Footwear,travel,hot,unisex,casual,blue,Fossil,42.02,3.1,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Footwear+Fossil,https://www.amazon.com/search?q=blue+casual+Footwear
914,Manyavar Red Sporty Top,Top,gym,hot,female,sporty,red,Manyavar,113.01,4.5,Flipkart,https://via.placeholder.com/150/beb6ce/ffffff?text=Top+Manyavar,https://www.flipkart.com/search?q=red+sporty+Top
915,Allen Solly Blue Sporty Accessory,Accessory,gym,rainy,male,sporty,blue,Allen Solly,88.72,4.2,Amazon,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Allen Solly,https://www.amazon.com/search?q=blue+sporty+Accessory
916,Levi's Green Sporty Footwear,Footwear,casual,cold,unisex,sporty,green,Levi's,71.96,4.5,Myntra,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+Levi's,https://www.myntra.com/search?q=green+sporty+Footwear
917,Adidas White Formal Top,Top,office,cold,female,formal,white,Adidas,22.9,4.0,Nykaa Fashion,https://via.placeholder.com/150/1a1625/ffffff?text=Top+Adidas,https://www.nykaafashion.com/search?q=white+formal+Top
918,Zara Blue Sporty Accessory,Accessory,casual,rainy,female,sporty,blue,Zara,63.01,3.8,Myntra,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Zara,https://www.myntra.com/search?q=blue+sporty+Accessory
919,Zara Blue Trendy Accessory,Accessory,party,hot,female,trendy,blue,Zara,111.65,3.1,Ajio,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Zara,https://www.ajio.com/search?q=blue+trendy+Accessory
920,Biba Blue Sporty Footwear,Footwear,casual,cold,unisex,sporty,blue,Biba,141.2,4.6,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Footwear+Biba,https://www.amazon.com/search?q=blue+sporty+Footwear
921,H&M Pink Formal Footwear,Footwear,interview,cold,unisex,formal,pink,H&M,15.9,3.9,Ajio,https://via.placeholder.com/150/a88e6a/ffffff?text=Footwear+H&M,https://www.ajio.com/search?q=pink+formal+Footwear
922,H&M Black Formal Top,Top,office,hot,male,formal,black,H&M,71.64,4.7,Myntra,https://via.placeholder.com/150/1a1625/ffffff?text=Top+H&M,https://www.myntra.com/search?q=black+formal+Top
923,Levi's Blue Sporty Top,Top,gym,rainy,male,sporty,blue,Levi's,131.98,3.4,Ajio,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+Levi's,https://www.ajio.com/search?q=blue+sporty+Top
924,Fossil Pink Sporty Accessory,Accessory,gym,cold,female,sporty,pink,Fossil,38.91,3.9,Flipkart,https://via.placeholder.com/150/a88e6a/ffffff?text=Accessory+Fossil,https://www.flipkart.com/search?q=pink+sporty+Accessory
925,Biba Black Formal Top,Top,office,cold,female,formal,black,Biba,47.7,3.5,Ajio,https://via.placeholder.com/150/1a1625/ffffff?text=Top+Biba,https://www.ajio.com/search?q=black+formal+Top
926,Allen Solly Green Formal Accessory,Accessory,interview,rainy,female,formal,green,Allen Solly,112.64,3.6,Ajio,https://via.placeholder.com/150/c2a884/ffffff?text=Accessory+Allen Solly,https://www.ajio.com/search?q=green+formal+Accessory
927,Zara Red Formal Top,Top,office,hot,unisex,formal,red,Zara,80.27,3.3,Ajio,https://via.placeholder.com/150/c2a884/ffffff?text=Top+Zara,https://www.ajio.com/search?q=red+formal+Top
928,H&M Black Formal Footwear,Footwear,office,hot,male,formal,black,H&M,114.88,3.8,Myntra,https://via.placeholder.com/150/a88e6a/ffffff?text=Footwear+H&M,https://www.myntra.com/search?q=black+formal+Footwear
929,Adidas Grey Trendy Accessory,Accessory,wedding,hot,female,trendy,grey,Adidas,54.6,4.6,Flipkart,https://via.placeholder.com/150/a88e6a/ffffff?text=Accessory+Adidas,https://www.flipkart.com/search?q=grey+trendy+Accessory
930,Nike Pink Formal Accessory,Accessory,wedding,cold,male,formal,pink,Nike,22.37,3.1,Amazon,https://via.placeholder.com/150/c2a884/ffffff?text=Accessory+Nike,https://www.amazon.com/search?q=pink+formal+Accessory
931,Levi's Yellow Trendy Top,Top,wedding,cold,unisex,trendy,yellow,Levi's,25.11,4.3,Nykaa Fashion,https://via.placeholder.com/150/c2a884/ffffff?text=Top+Levi's,https://www.nykaafashion.com/search?q=yellow+trendy+Top
932,H&M Blue Trendy Footwear,Footwear,party,hot,unisex,trendy,blue,H&M,117.36,3.9,Myntra,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+H&M,https://www.myntra.com/search?q=blue+trendy+Footwear
933,Zara Green Formal Accessory,Accessory,office,cold,female,formal,green,Zara,72.9,4.8,Nykaa Fashion,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Zara,https://www.nykaafashion.com/search?q=green+formal+Accessory
934,Biba Yellow Formal Accessory,Accessory,office,rainy,unisex,formal,yellow,Biba,78.1,3.2,Amazon,https://via.placeholder.com/150/c2a884/ffffff?text=Accessory+Biba,https://www.amazon.com/search?q=yellow+formal+Accessory
935,Biba Green Formal Footwear,Footwear,office,hot,male,formal,green,Biba,28.85,4.3,Flipkart,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+Biba,https://www.flipkart.com/search?q=green+formal+Footwear
936,Biba Blue Trendy Accessory,Accessory,travel,rainy,unisex,trendy,blue,Biba,75.64,4.0,Nykaa Fashion,https://via.placeholder.com/150/a88e6a/ffffff?text=Accessory+Biba,https://www.nykaafashion.com/search?q=blue+trendy+Accessory
937,Nike Pink Traditional Bottom,Bottom,wedding,hot,female,traditional,pink,Nike,101.02,3.1,Flipkart,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+Nike,https://www.flipkart.com/search?q=pink+traditional+Bottom
938,Allen Solly Pink Trendy Bottom,Bottom,travel,cold,unisex,trendy,pink,Allen Solly,16.93,3.7,Amazon,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+Allen Solly,https://www.amazon.com/search?q=pink+trendy+Bottom
939,Allen Solly White Trendy Top,Top,travel,rainy,female,trendy,white,Allen Solly,140.59,3.1,Myntra,https://via.placeholder.com/150/c2a884/ffffff?text=Top+Allen Solly,https://www.myntra.com/search?q=white+trendy+Top
940,Zara Black Casual Footwear,Footwear,casual,rainy,female,casual,black,Zara,29.68,4.9,Ajio,https://via.placeholder.com/150/1a1625/ffffff?text=Footwear+Zara,https://www.ajio.com/search?q=black+casual+Footwear
941,H&M Grey Sporty Accessory,Accessory,gym,cold,male,sporty,grey,H&M,19.05,3.8,Flipkart,https://via.placeholder.com/150/a88e6a/ffffff?text=Accessory+H&M,https://www.flipkart.com/search?q=grey+sporty+Accessory
942,Puma Grey Formal Top,Top,office,rainy,unisex,formal,grey,Puma,24.45,4.6,Flipkart,https://via.placeholder.com/150/1a1625/ffffff?text=Top+Puma,https://www.flipkart.com/search?q=grey+formal+Top
943,Biba Green Formal Footwear,Footwear,interview,hot,female,formal,green,Biba,102.22,3.4,Flipkart,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+Biba,https://www.flipkart.com/search?q=green+formal+Footwear
944,Biba Green Casual Top,Top,casual,hot,male,casual,green,Biba,95.42,3.1,Nykaa Fashion,https://via.placeholder.com/150/beb6ce/ffffff?text=Top+Biba,https://www.nykaafashion.com/search?q=green+casual+Top
945,Manyavar Pink Formal Bottom,Bottom,office,rainy,unisex,formal,pink,Manyavar,87.85,3.8,Myntra,https://via.placeholder.com/150/c2a884/ffffff?text=Bottom+Manyavar,https://www.myntra.com/search?q=pink+formal+Bottom
946,Zara Green Traditional Bottom,Bottom,party,cold,male,traditional,green,Zara,18.77,4.4,Myntra,https://via.placeholder.com/150/beb6ce/ffffff?text=Bottom+Zara,https://www.myntra.com/search?q=green+traditional+Bottom
947,Manyavar Pink Traditional Top,Top,party,rainy,male,traditional,pink,Manyavar,78.65,3.8,Ajio,https://via.placeholder.com/150/beb6ce/ffffff?text=Top+Manyavar,https://www.ajio.com/search?q=pink+traditional+Top
948,Fossil Yellow Sporty Footwear,Footwear,gym,cold,female,sporty,yellow,Fossil,129.59,3.2,Ajio,https://via.placeholder.com/150/a88e6a/ffffff?text=Footwear+Fossil,https://www.ajio.com/search?q=yellow+sporty+Footwear
949,Manyavar Pink Trendy Accessory,Accessory,casual,rainy,unisex,trendy,pink,Manyavar,27.83,4.9,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Manyavar,https://www.amazon.com/search?q=pink+trendy+Accessory
950,H&M Pink Sporty Footwear,Footwear,gym,cold,unisex,sporty,pink,H&M,113.17,4.4,Ajio,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+H&M,https://www.ajio.com/search?q=pink+sporty+Footwear
951,Levi's Black Sporty Bottom,Bottom,gym,rainy,female,sporty,black,Levi's,124.96,4.1,Myntra,https://via.placeholder.com/150/c2a884/ffffff?text=Bottom+Levi's,https://www.myntra.com/search?q=black+sporty+Bottom
952,Puma Grey Trendy Bottom,Bottom,party,rainy,female,trendy,grey,Puma,75.15,4.6,Ajio,https://via.placeholder.com/150/1a1625/ffffff?text=Bottom+Puma,https://www.ajio.com/search?q=grey+trendy+Bottom
953,H&M Grey Traditional Bottom,Bottom,wedding,hot,unisex,traditional,grey,H&M,143.76,4.9,Flipkart,https://via.placeholder.com/150/beb6ce/ffffff?text=Bottom+H&M,https://www.flipkart.com/search?q=grey+traditional+Bottom
954,Zara Yellow Sporty Top,Top,gym,rainy,male,sporty,yellow,Zara,105.92,4.0,Ajio,https://via.placeholder.com/150/beb6ce/ffffff?text=Top+Zara,https://www.ajio.com/search?q=yellow+sporty+Top
955,Manyavar Black Traditional Top,Top,wedding,hot,male,traditional,black,Manyavar,50.58,4.8,Amazon,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+Manyavar,https://www.amazon.com/search?q=black+traditional+Top
956,Levi's Red Sporty Top,Top,gym,cold,unisex,sporty,red,Levi's,104.72,3.3,Myntra,https://via.placeholder.com/150/c2a884/ffffff?text=Top+Levi's,https://www.myntra.com/search?q=red+sporty+Top
957,Levi's Blue Formal Top,Top,interview,cold,unisex,formal,blue,Levi's,122.77,4.1,Myntra,https://via.placeholder.com/150/c2a884/ffffff?text=Top+Levi's,https://www.myntra.com/search?q=blue+formal+Top
958,Nike White Formal Footwear,Footwear,interview,cold,male,formal,white,Nike,94.5,3.9,Nykaa Fashion,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+Nike,https://www.nykaafashion.com/search?q=white+formal+Footwear
959,Fossil White Formal Footwear,Footwear,wedding,rainy,male,formal,white,Fossil,128.01,3.9,Nykaa Fashion,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+Fossil,https://www.nykaafashion.com/search?q=white+formal+Footwear
960,Adidas Pink Sporty Top,Top,casual,hot,male,sporty,pink,Adidas,32.57,3.3,Myntra,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+Adidas,https://www.myntra.com/search?q=pink+sporty+Top
961,Puma Black Formal Bottom,Bottom,interview,cold,unisex,formal,black,Puma,35.45,4.7,Flipkart,https://via.placeholder.com/150/c2a884/ffffff?text=Bottom+Puma,https://www.flipkart.com/search?q=black+formal+Bottom
962,Adidas Pink Formal Accessory,Accessory,office,rainy,unisex,formal,pink,Adidas,38.49,4.1,Myntra,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Adidas,https://www.myntra.com/search?q=pink+formal+Accessory
963,Zara Blue Formal Accessory,Accessory,office,cold,unisex,formal,blue,Zara,98.28,3.8,Flipkart,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Zara,https://www.flipkart.com/search?q=blue+formal+Accessory
964,Allen Solly White Formal Footwear,Footwear,office,rainy,male,formal,white,Allen Solly,102.75,4.4,Amazon,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+Allen Solly,https://www.amazon.com/search?q=white+formal+Footwear
965,Allen Solly Black Sporty Bottom,Bottom,gym,cold,unisex,sporty,black,Allen Solly,104.79,3.3,Flipkart,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+Allen Solly,https://www.flipkart.com/search?q=black+sporty+Bottom
966,Levi's Yellow Formal Accessory,Accessory,office,rainy,female,formal,yellow,Levi's,71.95,3.8,Nykaa Fashion,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Levi's,https://www.nykaafashion.com/search?q=yellow+formal+Accessory
967,Puma Red Sporty Bottom,Bottom,travel,rainy,female,sporty,red,Puma,106.67,4.7,Myntra,https://via.placeholder.com/150/beb6ce/ffffff?text=Bottom+Puma,https://www.myntra.com/search?q=red+sporty+Bottom
968,Puma Black Formal Footwear,Footwear,wedding,cold,male,formal,black,Puma,93.26,3.1,Amazon,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+Puma,https://www.amazon.com/search?q=black+formal+Footwear
969,Allen Solly Blue Casual Bottom,Bottom,casual,hot,male,casual,blue,Allen Solly,93.68,3.1,Ajio,https://via.placeholder.com/150/c2a884/ffffff?text=Bottom+Allen Solly,https://www.ajio.com/search?q=blue+casual+Bottom
970,Allen Solly Black Formal Footwear,Footwear,interview,hot,unisex,formal,black,Allen Solly,33.27,3.1,Amazon,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+Allen Solly,https://www.amazon.com/search?q=black+formal+Footwear
971,H&M Grey Formal Footwear,Footwear,office,rainy,male,formal,grey,H&M,89.68,4.2,Flipkart,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+H&M,https://www.flipkart.com/search?q=grey+formal+Footwear
972,Allen Solly White Sporty Bottom,Bottom,gym,rainy,female,sporty,white,Allen Solly,115.73,3.5,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Bottom+Allen Solly,https://www.amazon.com/search?q=white+sporty+Bottom
973,Nike Blue Traditional Bottom,Bottom,party,hot,male,traditional,blue,Nike,117.11,3.0,Flipkart,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+Nike,https://www.flipkart.com/search?q=blue+traditional+Bottom
974,Adidas Black Formal Accessory,Accessory,office,cold,male,formal,black,Adidas,21.07,4.9,Nykaa Fashion,https://via.placeholder.com/150/c2a884/ffffff?text=Accessory+Adidas,https://www.nykaafashion.com/search?q=black+formal+Accessory
975,Levi's Grey Formal Bottom,Bottom,party,rainy,female,formal,grey,Levi's,16.56,4.9,Myntra,https://via.placeholder.com/150/beb6ce/ffffff?text=Bottom+Levi's,https://www.myntra.com/search?q=grey+formal+Bottom
976,Allen Solly Red Formal Footwear,Footwear,interview,cold,male,formal,red,Allen Solly,83.96,3.4,Ajio,https://via.placeholder.com/150/1a1625/ffffff?text=Footwear+Allen Solly,https://www.ajio.com/search?q=red+formal+Footwear
977,H&M Blue Traditional Bottom,Bottom,party,rainy,male,traditional,blue,H&M,143.85,3.6,Flipkart,https://via.placeholder.com/150/c2a884/ffffff?text=Bottom+H&M,https://www.flipkart.com/search?q=blue+traditional+Bottom
978,Adidas White Traditional Bottom,Bottom,wedding,cold,female,traditional,white,Adidas,107.77,4.7,Amazon,https://via.placeholder.com/150/c2a884/ffffff?text=Bottom+Adidas,https://www.amazon.com/search?q=white+traditional+Bottom
979,H&M Blue Casual Top,Top,casual,rainy,male,casual,blue,H&M,87.9,4.9,Nykaa Fashion,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+H&M,https://www.nykaafashion.com/search?q=blue+casual+Top
980,Allen Solly Red Sporty Accessory,Accessory,gym,cold,female,sporty,red,Allen Solly,88.79,4.8,Myntra,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Allen Solly,https://www.myntra.com/search?q=red+sporty+Accessory
981,Nike Blue Casual Accessory,Accessory,casual,cold,male,casual,blue,Nike,109.91,3.7,Ajio,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Nike,https://www.ajio.com/search?q=blue+casual+Accessory
982,Levi's White Sporty Top,Top,casual,hot,male,sporty,white,Levi's,59.44,4.6,Amazon,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+Levi's,https://www.amazon.com/search?q=white+sporty+Top
983,H&M Black Trendy Footwear,Footwear,casual,rainy,male,trendy,black,H&M,57.28,3.4,Amazon,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+H&M,https://www.amazon.com/search?q=black+trendy+Footwear
984,H&M Blue Trendy Accessory,Accessory,wedding,rainy,unisex,trendy,blue,H&M,71.48,3.2,Flipkart,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+H&M,https://www.flipkart.com/search?q=blue+trendy+Accessory
985,Biba Green Formal Accessory,Accessory,office,cold,unisex,formal,green,Biba,139.16,4.8,Ajio,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Biba,https://www.ajio.com/search?q=green+formal+Accessory
986,Adidas White Trendy Footwear,Footwear,casual,hot,female,trendy,white,Adidas,101.13,4.5,Myntra,https://via.placeholder.com/150/a88e6a/ffffff?text=Footwear+Adidas,https://www.myntra.com/search?q=white+trendy+Footwear
987,H&M Red Formal Footwear,Footwear,interview,hot,unisex,formal,red,H&M,132.54,3.8,Nykaa Fashion,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+H&M,https://www.nykaafashion.com/search?q=red+formal+Footwear
988,Manyavar Green Trendy Bottom,Bottom,casual,rainy,female,trendy,green,Manyavar,78.66,3.7,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Bottom+Manyavar,https://www.amazon.com/search?q=green+trendy+Bottom
989,Adidas Green Trendy Accessory,Accessory,casual,hot,male,trendy,green,Adidas,60.42,4.8,Flipkart,https://via.placeholder.com/150/a88e6a/ffffff?text=Accessory+Adidas,https://www.flipkart.com/search?q=green+trendy+Accessory
990,Zara Red Sporty Accessory,Accessory,gym,cold,female,sporty,red,Zara,30.44,4.7,Flipkart,https://via.placeholder.com/150/c2a884/ffffff?text=Accessory+Zara,https://www.flipkart.com/search?q=red+sporty+Accessory
991,Nike Yellow Sporty Top,Top,gym,cold,unisex,sporty,yellow,Nike,144.8,4.5,Ajio,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+Nike,https://www.ajio.com/search?q=yellow+sporty+Top
992,Adidas Green Casual Footwear,Footwear,casual,cold,male,casual,green,Adidas,56.99,4.5,Amazon,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+Adidas,https://www.amazon.com/search?q=green+casual+Footwear
993,Fossil Red Formal Accessory,Accessory,interview,cold,unisex,formal,red,Fossil,73.55,3.8,Nykaa Fashion,https://via.placeholder.com/150/a88e6a/ffffff?text=Accessory+Fossil,https://www.nykaafashion.com/search?q=red+formal+Accessory
994,Adidas White Trendy Accessory,Accessory,wedding,hot,female,trendy,white,Adidas,93.29,3.5,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Accessory+Adidas,https://www.amazon.com/search?q=white+trendy+Accessory
995,H&M White Sporty Bottom,Bottom,travel,hot,unisex,sporty,white,H&M,76.14,3.4,Flipkart,https://via.placeholder.com/150/c2a884/ffffff?text=Bottom+H&M,https://www.flipkart.com/search?q=white+sporty+Bottom
996,H&M Pink Formal Bottom,Bottom,office,rainy,unisex,formal,pink,H&M,34.49,3.4,Amazon,https://via.placeholder.com/150/beb6ce/ffffff?text=Bottom+H&M,https://www.amazon.com/search?q=pink+formal+Bottom
997,Puma Pink Formal Footwear,Footwear,party,rainy,male,formal,pink,Puma,111.33,3.5,Nykaa Fashion,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+Puma,https://www.nykaafashion.com/search?q=pink+formal+Footwear
998,Zara Blue Formal Footwear,Footwear,interview,cold,male,formal,blue,Zara,15.66,4.4,Myntra,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+Zara,https://www.myntra.com/search?q=blue+formal+Footwear
999,Levi's Yellow Trendy Top,Top,party,rainy,female,trendy,yellow,Levi's,138.85,4.1,Amazon,https://via.placeholder.com/150/beb6ce/ffffff?text=Top+Levi's,https://www.amazon.com/search?q=yellow+trendy+Top
1000,Adidas Green Formal Bottom,Bottom,wedding,cold,female,formal,green,Adidas,76.21,3.1,Nykaa Fashion,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+Adidas,https://www.nykaafashion.com/search?q=green+formal+Bottom
1001,Adidas Grey Formal Accessory,Accessory,office,hot,female,formal,grey,Adidas,136.0,3.4,Nykaa Fashion,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Adidas,https://www.nykaafashion.com/search?q=grey+formal+Accessory
1002,Levi's Blue Trendy Accessory,Accessory,wedding,hot,female,trendy,blue,Levi's,140.06,3.5,Myntra,https://via.placeholder.com/150/a88e6a/ffffff?text=Accessory+Levi's,https://www.myntra.com/search?q=blue+trendy+Accessory
1003,Puma White Formal Bottom,Bottom,party,rainy,female,formal,white,Puma,132.2,4.0,Amazon,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+Puma,https://www.amazon.com/search?q=white+formal+Bottom
1004,Nike Grey Trendy Top,Top,casual,hot,male,trendy,grey,Nike,79.5,4.3,Nykaa Fashion,https://via.placeholder.com/150/beb6ce/ffffff?text=Top+Nike,https://www.nykaafashion.com/search?q=grey+trendy+Top
1005,Biba Blue Sporty Bottom,Bottom,gym,hot,unisex,sporty,blue,Biba,148.11,3.2,Amazon,https://via.placeholder.com/150/beb6ce/ffffff?text=Bottom+Biba,https://www.amazon.com/search?q=blue+sporty+Bottom
1006,Biba Pink Formal Accessory,Accessory,office,cold,unisex,formal,pink,Biba,75.64,3.5,Nykaa Fashion,https://via.placeholder.com/150/c2a884/ffffff?text=Accessory+Biba,https://www.nykaafashion.com/search?q=pink+formal+Accessory
1007,Zara Blue Trendy Footwear,Footwear,wedding,cold,male,trendy,blue,Zara,113.0,3.2,Amazon,https://via.placeholder.com/150/beb6ce/ffffff?text=Footwear+Zara,https://www.amazon.com/search?q=blue+trendy+Footwear
1008,Biba White Traditional Top,Top,wedding,cold,male,traditional,white,Biba,89.76,4.2,Nykaa Fashion,https://via.placeholder.com/150/beb6ce/ffffff?text=Top+Biba,https://www.nykaafashion.com/search?q=white+traditional+Top
1009,Fossil Yellow Formal Top,Top,office,cold,female,formal,yellow,Fossil,123.24,3.7,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Top+Fossil,https://www.amazon.com/search?q=yellow+formal+Top
1010,Biba Black Sporty Top,Top,gym,hot,male,sporty,black,Biba,84.72,3.0,Flipkart,https://via.placeholder.com/150/c2a884/ffffff?text=Top+Biba,https://www.flipkart.com/search?q=black+sporty+Top
1011,Zara Pink Trendy Accessory,Accessory,party,rainy,male,trendy,pink,Zara,93.9,3.9,Ajio,https://via.placeholder.com/150/a88e6a/ffffff?text=Accessory+Zara,https://www.ajio.com/search?q=pink+trendy+Accessory
1012,Fossil Red Formal Footwear,Footwear,party,rainy,unisex,formal,red,Fossil,68.3,4.0,Amazon,https://via.placeholder.com/150/1a1625/ffffff?text=Footwear+Fossil,https://www.amazon.com/search?q=red+formal+Footwear
1013,Allen Solly Red Trendy Accessory,Accessory,travel,rainy,unisex,trendy,red,Allen Solly,53.62,3.3,Flipkart,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Allen Solly,https://www.flipkart.com/search?q=red+trendy+Accessory
1014,Biba Green Formal Accessory,Accessory,interview,rainy,unisex,formal,green,Biba,132.97,4.0,Myntra,https://via.placeholder.com/150/a88e6a/ffffff?text=Accessory+Biba,https://www.myntra.com/search?q=green+formal+Accessory
1015,Allen Solly Blue Formal Top,Top,wedding,rainy,female,formal,blue,Allen Solly,96.88,4.8,Ajio,https://via.placeholder.com/150/c2a884/ffffff?text=Top+Allen Solly,https://www.ajio.com/search?q=blue+formal+Top
1016,Allen Solly Green Sporty Footwear,Footwear,gym,rainy,unisex,sporty,green,Allen Solly,124.25,3.3,Myntra,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+Allen Solly,https://www.myntra.com/search?q=green+sporty+Footwear
1017,H&M Pink Traditional Accessory,Accessory,wedding,rainy,female,traditional,pink,H&M,139.5,3.5,Ajio,https://via.placeholder.com/150/a88e6a/ffffff?text=Accessory+H&M,https://www.ajio.com/search?q=pink+traditional+Accessory
1018,Zara White Formal Top,Top,party,rainy,male,formal,white,Zara,69.37,4.1,Ajio,https://via.placeholder.com/150/c2a884/ffffff?text=Top+Zara,https://www.ajio.com/search?q=white+formal+Top
1019,H&M Red Casual Footwear,Footwear,casual,cold,unisex,casual,red,H&M,38.08,3.3,Myntra,https://via.placeholder.com/150/c2a884/ffffff?text=Footwear+H&M,https://www.myntra.com/search?q=red+casual+Footwear
1020,Levi's Pink Sporty Top,Top,gym,hot,male,sporty,pink,Levi's,17.39,3.1,Myntra,https://via.placeholder.com/150/1a1625/ffffff?text=Top+Levi's,https://www.myntra.com/search?q=pink+sporty+Top
1021,Biba Grey Trendy Accessory,Accessory,party,rainy,female,trendy,grey,Biba,72.02,3.1,Flipkart,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Biba,https://www.flipkart.com/search?q=grey+trendy+Accessory
1022,Nike Blue Formal Accessory,Accessory,office,rainy,unisex,formal,blue,Nike,58.62,4.5,Ajio,https://via.placeholder.com/150/beb6ce/ffffff?text=Accessory+Nike,https://www.ajio.com/search?q=blue+formal+Accessory
1023,Manyavar Green Sporty Top,Top,gym,cold,female,sporty,green,Manyavar,129.91,4.0,Myntra,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+Manyavar,https://www.myntra.com/search?q=green+sporty+Top
1024,H&M Grey Formal Bottom,Bottom,interview,cold,male,formal,grey,H&M,72.08,4.8,Amazon,https://via.placeholder.com/150/a88e6a/ffffff?text=Bottom+H&M,https://www.amazon.com/search?q=grey+formal+Bottom
1025,Adidas White Casual Top,Top,casual,hot,male,casual,white,Adidas,51.76,3.4,Nykaa Fashion,https://via.placeholder.com/150/a88e6a/ffffff?text=Top+Adidas,https://www.nykaafashion.com/search?q=white+casual+Top
